Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters,Decay_Type,Problem_Size,Seed,Wall_Clock_Time
1024,229.0,1888,0.5205361670232378,"[4, 8, 3, 6, 6, 1, 7, 7, 8, 3, 4, 5, 8, 1, 7, 9, 5, 5, 7, 8, 5, 0, 5, 5, 7, 6, 9, 0, 3, 5, 4, 6, 9, 1, 7, 7, 4, 1, 1, 1, 4, 4, 9, 6, 0, 9, 5, 4, 5, 0, 3, 1, 7, 8, 3, 9, 0, 7, 3, 9, 9, 3, 4, 6, 8, 9, 7, 5, 2, 3, 7, 4, 3, 7, 2, 3, 3, 3, 7, 6, 2, 4, 3, 4, 9, 1, 2, 4, 2, 2, 9, 7, 6, 0, 8, 6, 3, 2, 0, 2]",geometric,750,0.99,0.001,746.0865731189978,750,2048,geom_decay,100,55,0.7785501480102539
2048,230.0,2438,0.7693284060223959,"[0, 4, 1, 1, 3, 0, 6, 1, 1, 2, 5, 7, 9, 1, 0, 8, 5, 5, 2, 7, 0, 0, 2, 9, 2, 9, 2, 7, 3, 8, 6, 0, 5, 1, 7, 3, 6, 2, 3, 0, 8, 9, 5, 8, 8, 9, 2, 9, 7, 0, 7, 8, 4, 2, 2, 9, 3, 8, 4, 2, 9, 3, 6, 6, 5, 5, 7, 8, 5, 4, 6, 2, 3, 5, 4, 1, 8, 3, 9, 8, 0, 9, 4, 4, 0, 5, 3, 0, 4, 3, 3, 2, 6, 0, 4, 4, 3, 2, 0, 5]",geometric,750,0.99,0.001,744.2233546690229,750,2048,geom_decay,100,55,0.7785501480102539
0,210.0,0,0.00038711202796548605,"[6, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 5, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 1, 5, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",geometric,750,0.99,0.001,749.9970820512558,750,2048,geom_decay,100,888,0.5050821304321289
1,210.0,2,0.0021519369911402464,"[4, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 5, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 1, 5, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",geometric,750,0.99,0.001,749.9837794082852,750,2048,geom_decay,100,888,0.5050821304321289
2,211.0,4,0.003939980990253389,"[4, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 9, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 1, 5, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",geometric,750,0.99,0.001,749.9703019888404,750,2048,geom_decay,100,888,0.5050821304321289
4,212.0,8,0.00596526003209874,"[4, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 9, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 0, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 4, 5, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",geometric,750,0.99,0.001,749.9550366977709,750,2048,geom_decay,100,888,0.5050821304321289
8,212.0,16,0.008742117031943053,"[4, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 9, 2, 4, 1, 7, 2, 8, 6, 3, 8, 9, 9, 2, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 0, 3, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 4, 0, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",geometric,750,0.99,0.001,749.9341069855813,750,2048,geom_decay,100,888,0.5050821304321289
16,209.0,32,0.012785995029844344,"[4, 3, 7, 9, 1, 0, 6, 9, 3, 9, 6, 9, 2, 4, 1, 7, 2, 8, 6, 3, 8, 9, 9, 2, 6, 9, 2, 9, 1, 0, 2, 6, 2, 8, 2, 1, 9, 8, 4, 0, 3, 0, 8, 6, 0, 0, 3, 4, 2, 2, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 4, 0, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 4, 6, 9, 5, 9, 4, 5, 5, 2, 1, 5, 4, 7, 6, 8, 9, 4, 8, 7, 0, 4, 7]",geometric,750,0.99,0.001,749.9036285339668,750,2048,geom_decay,100,888,0.5050821304321289
32,210.0,64,0.019492536026518792,"[2, 3, 7, 9, 1, 9, 6, 9, 3, 9, 6, 9, 2, 4, 4, 7, 2, 8, 6, 3, 8, 9, 9, 4, 7, 9, 9, 9, 1, 0, 6, 6, 2, 8, 2, 8, 9, 8, 4, 0, 9, 0, 8, 6, 0, 0, 3, 4, 2, 3, 9, 6, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 4, 0, 0, 0, 6, 7, 5, 5, 9, 9, 6, 0, 5, 7, 4, 6, 7, 5, 9, 4, 5, 5, 2, 1, 5, 4, 6, 6, 8, 9, 4, 8, 7, 0, 4, 7]",geometric,750,0.99,0.001,749.8530844910467,750,2048,geom_decay,100,888,0.5050821304321289
64,207.0,128,0.031890626007225364,"[2, 3, 7, 9, 2, 9, 6, 9, 3, 9, 6, 0, 2, 4, 4, 7, 2, 8, 6, 3, 2, 9, 9, 4, 6, 6, 9, 4, 7, 0, 2, 6, 2, 8, 2, 8, 9, 8, 4, 6, 9, 0, 8, 6, 0, 1, 3, 4, 5, 3, 9, 6, 3, 2, 0, 3, 3, 3, 8, 1, 7, 4, 8, 2, 8, 0, 5, 0, 6, 7, 5, 5, 8, 9, 6, 6, 5, 7, 4, 4, 7, 5, 9, 6, 5, 1, 2, 1, 5, 3, 6, 6, 8, 9, 4, 8, 7, 4, 4, 7]",geometric,750,0.99,0.001,749.75965489228,750,2048,geom_decay,100,888,0.5050821304321289
128,206.0,256,0.05626091698650271,"[4, 3, 2, 3, 8, 9, 4, 9, 2, 2, 6, 3, 2, 0, 1, 7, 0, 3, 6, 3, 8, 9, 9, 6, 8, 5, 6, 1, 1, 1, 2, 6, 9, 8, 9, 7, 9, 6, 4, 6, 0, 4, 6, 3, 0, 1, 5, 4, 5, 3, 9, 4, 3, 2, 0, 4, 3, 3, 1, 4, 5, 4, 7, 2, 8, 0, 1, 0, 6, 5, 5, 5, 8, 5, 6, 6, 5, 7, 4, 4, 1, 5, 9, 6, 5, 1, 4, 4, 5, 3, 2, 6, 7, 0, 2, 8, 7, 9, 4, 7]",geometric,750,0.99,0.001,749.5760390404187,750,2048,geom_decay,100,888,0.5050821304321289
256,205.0,512,0.10689928801730275,"[7, 3, 0, 6, 6, 9, 8, 5, 2, 2, 6, 0, 2, 0, 8, 5, 0, 3, 0, 3, 9, 4, 6, 1, 6, 2, 6, 1, 1, 7, 1, 5, 1, 8, 7, 7, 6, 9, 7, 8, 0, 4, 0, 1, 4, 5, 9, 4, 4, 4, 9, 9, 7, 2, 0, 4, 7, 8, 7, 3, 7, 1, 7, 8, 9, 0, 8, 6, 5, 5, 0, 2, 8, 5, 8, 7, 5, 1, 4, 4, 1, 5, 1, 6, 5, 9, 3, 4, 9, 8, 2, 2, 8, 3, 4, 5, 7, 0, 6, 9]",geometric,750,0.99,0.001,749.1946523893258,750,2048,geom_decay,100,888,0.5050821304321289
512,206.0,1022,0.22338653699262068,"[5, 0, 1, 8, 7, 9, 6, 5, 7, 2, 5, 8, 2, 6, 0, 7, 7, 0, 8, 6, 5, 4, 6, 9, 7, 6, 8, 5, 1, 8, 3, 9, 5, 6, 9, 6, 2, 3, 9, 7, 0, 9, 5, 4, 9, 1, 8, 4, 0, 7, 2, 8, 2, 2, 1, 1, 0, 0, 7, 4, 2, 5, 4, 7, 1, 3, 1, 7, 5, 3, 2, 0, 7, 8, 4, 4, 1, 9, 3, 4, 6, 3, 9, 9, 5, 7, 5, 3, 9, 0, 3, 8, 5, 8, 1, 8, 8, 2, 3, 5]",geometric,750,0.99,0.001,748.3180564889082,750,2048,geom_decay,100,888,0.5050821304321289
1024,230.0,1829,0.49750101601239294,"[0, 8, 9, 3, 3, 2, 7, 1, 6, 2, 0, 0, 2, 1, 7, 5, 2, 6, 7, 9, 6, 8, 6, 1, 4, 6, 3, 2, 3, 0, 1, 8, 2, 3, 7, 6, 2, 7, 6, 5, 8, 4, 5, 3, 3, 7, 1, 5, 0, 4, 2, 9, 2, 4, 0, 6, 4, 7, 1, 1, 1, 7, 6, 6, 6, 1, 2, 9, 3, 2, 5, 5, 0, 3, 2, 9, 1, 1, 5, 9, 7, 6, 6, 6, 1, 5, 7, 4, 7, 7, 8, 7, 4, 9, 0, 1, 8, 2, 3, 2]",geometric,750,0.99,0.001,746.2593203663552,750,2048,geom_decay,100,888,0.5050821304321289
2048,230.0,1829,0.49750101601239294,"[0, 8, 9, 3, 3, 2, 7, 1, 6, 2, 0, 0, 2, 1, 7, 5, 2, 6, 7, 9, 6, 8, 6, 1, 4, 6, 3, 2, 3, 0, 1, 8, 2, 3, 7, 6, 2, 7, 6, 5, 8, 4, 5, 3, 3, 7, 1, 5, 0, 4, 2, 9, 2, 4, 0, 6, 4, 7, 1, 1, 1, 7, 6, 6, 6, 1, 2, 9, 3, 2, 5, 5, 0, 3, 2, 9, 1, 1, 5, 9, 7, 6, 6, 6, 1, 5, 7, 4, 7, 7, 8, 7, 4, 9, 0, 1, 8, 2, 3, 2]",geometric,750,0.99,0.001,746.2593203663552,750,2048,geom_decay,100,888,0.5050821304321289
0,206.0,0,0.0003756759688258171,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",geometric,750,0.99,0.001,749.9971682531018,750,2048,geom_decay,100,12345,0.5088508129119873
1,204.0,2,0.0022001219913363457,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",geometric,750,0.99,0.001,749.983416209652,750,2048,geom_decay,100,12345,0.5088508129119873
2,204.0,4,0.003917088964954019,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 8, 0]",geometric,750,0.99,0.001,749.9704745364345,750,2048,geom_decay,100,12345,0.5088508129119873
4,205.0,8,0.00603699596831575,"[2, 5, 1, 7, 9, 5, 2, 1, 6, 1, 9, 7, 6, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 8, 0]",geometric,750,0.99,0.001,749.9544960026941,750,2048,geom_decay,100,12345,0.5088508129119873
8,205.0,16,0.008812974963802844,"[2, 5, 4, 7, 9, 5, 2, 1, 6, 1, 9, 7, 6, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 4, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 4, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 6, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 8, 0]",geometric,750,0.99,0.001,749.9335729231871,750,2048,geom_decay,100,12345,0.5088508129119873
16,206.0,32,0.012841528980061412,"[2, 5, 4, 7, 9, 5, 2, 1, 6, 1, 9, 8, 2, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 4, 0, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 4, 9, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 6, 7, 5, 7, 1, 0, 9, 3, 0, 7, 0, 6, 6, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 9, 1, 9, 5, 0, 8, 8, 6, 0, 8, 0]",geometric,750,0.99,0.001,749.9032099867336,750,2048,geom_decay,100,12345,0.5088508129119873
32,203.0,64,0.01964092900743708,"[2, 5, 4, 1, 9, 5, 2, 1, 6, 0, 9, 8, 2, 5, 2, 9, 1, 0, 6, 7, 7, 7, 8, 7, 4, 0, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 2, 1, 2, 5, 4, 3, 6, 8, 8, 2, 6, 4, 9, 2, 6, 2, 6, 7, 5, 7, 1, 0, 9, 9, 0, 7, 0, 2, 6, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 7, 2, 4, 8, 2, 5, 5, 5, 9, 9, 8, 9, 5, 0, 8, 5, 6, 0, 8, 0]",geometric,750,0.99,0.001,749.8519661615179,750,2048,geom_decay,100,12345,0.5088508129119873
64,203.0,128,0.03226580400951207,"[2, 5, 4, 0, 9, 4, 2, 1, 6, 0, 9, 8, 2, 1, 1, 9, 7, 9, 6, 7, 7, 7, 8, 7, 1, 0, 4, 0, 3, 5, 7, 3, 0, 5, 8, 5, 3, 2, 1, 2, 5, 4, 9, 2, 8, 8, 2, 6, 4, 2, 2, 6, 2, 9, 7, 5, 7, 8, 0, 9, 9, 2, 7, 0, 2, 6, 2, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 7, 2, 8, 3, 2, 1, 5, 5, 2, 0, 8, 9, 5, 0, 8, 5, 1, 0, 4, 0]",geometric,750,0.99,0.001,749.7568278051749,750,2048,geom_decay,100,12345,0.5088508129119873
128,204.0,256,0.056308783008717,"[2, 5, 4, 2, 9, 4, 5, 1, 6, 9, 9, 8, 7, 1, 5, 9, 0, 9, 6, 6, 7, 9, 7, 2, 4, 8, 4, 4, 3, 5, 7, 9, 0, 5, 7, 8, 6, 2, 1, 2, 4, 7, 0, 2, 8, 8, 2, 3, 4, 3, 2, 6, 2, 9, 7, 5, 7, 4, 0, 9, 6, 2, 7, 0, 3, 4, 0, 5, 5, 6, 5, 1, 6, 2, 5, 3, 9, 0, 7, 3, 7, 2, 8, 1, 7, 2, 5, 5, 0, 3, 8, 4, 4, 7, 8, 0, 8, 9, 4, 9]",geometric,750,0.99,0.001,749.5756784422607,750,2048,geom_decay,100,12345,0.5088508129119873
256,207.0,512,0.10716941900318488,"[3, 3, 4, 4, 9, 1, 5, 1, 3, 9, 3, 1, 2, 1, 5, 1, 5, 9, 9, 3, 3, 6, 7, 2, 6, 8, 4, 4, 8, 6, 0, 9, 0, 1, 7, 5, 0, 0, 9, 3, 4, 1, 3, 9, 1, 7, 2, 6, 4, 2, 1, 0, 5, 2, 4, 8, 3, 0, 1, 1, 6, 9, 0, 6, 3, 6, 1, 8, 0, 3, 5, 1, 6, 8, 9, 6, 7, 1, 8, 8, 7, 2, 1, 6, 1, 1, 4, 9, 6, 6, 0, 2, 7, 8, 0, 3, 0, 9, 4, 3]",geometric,750,0.99,0.001,749.1926183981815,750,2048,geom_decay,100,12345,0.5088508129119873
512,215.0,1017,0.22477659600554034,"[2, 5, 1, 2, 1, 6, 1, 5, 7, 4, 4, 2, 3, 9, 5, 1, 7, 7, 1, 4, 0, 6, 7, 7, 8, 7, 2, 3, 4, 4, 5, 5, 2, 2, 3, 5, 9, 1, 4, 4, 2, 7, 3, 3, 9, 5, 5, 8, 1, 0, 3, 7, 5, 7, 5, 7, 8, 5, 1, 8, 7, 4, 0, 6, 1, 9, 3, 9, 3, 4, 4, 9, 4, 8, 7, 9, 7, 2, 8, 1, 3, 6, 9, 6, 7, 2, 1, 4, 0, 8, 9, 9, 9, 5, 7, 7, 4, 9, 3, 3]",geometric,750,0.99,0.001,748.3076021396755,750,2048,geom_decay,100,12345,0.5088508129119873
1024,230.0,1879,0.5015515559935011,"[0, 6, 3, 1, 1, 7, 6, 7, 6, 9, 6, 0, 2, 8, 6, 5, 3, 4, 8, 7, 0, 9, 6, 6, 4, 5, 4, 1, 4, 9, 6, 4, 8, 9, 8, 5, 4, 0, 9, 4, 1, 1, 9, 6, 4, 3, 7, 1, 7, 9, 3, 4, 3, 5, 7, 7, 3, 7, 8, 5, 2, 6, 4, 8, 8, 6, 2, 8, 5, 0, 5, 8, 1, 2, 6, 1, 9, 2, 1, 3, 5, 3, 7, 7, 8, 6, 5, 1, 3, 5, 3, 8, 8, 4, 9, 9, 3, 2, 3, 9]",geometric,750,0.99,0.001,746.2289412997173,750,2048,geom_decay,100,12345,0.5088508129119873
2048,230.0,1879,0.5015515559935011,"[0, 6, 3, 1, 1, 7, 6, 7, 6, 9, 6, 0, 2, 8, 6, 5, 3, 4, 8, 7, 0, 9, 6, 6, 4, 5, 4, 1, 4, 9, 6, 4, 8, 9, 8, 5, 4, 0, 9, 4, 1, 1, 9, 6, 4, 3, 7, 1, 7, 9, 3, 4, 3, 5, 7, 7, 3, 7, 8, 5, 2, 6, 4, 8, 8, 6, 2, 8, 5, 0, 5, 8, 1, 2, 6, 1, 9, 2, 1, 3, 5, 3, 7, 7, 8, 6, 5, 1, 3, 5, 3, 8, 8, 4, 9, 9, 3, 2, 3, 9]",geometric,750,0.99,0.001,746.2289412997173,750,2048,geom_decay,100,12345,0.5088508129119873
