Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters,Decay_Type,Problem_Size,Seed,Wall_Clock_Time,schedule_decay
512,115.0,1001,0.16811398800928146,"[0, 7, 8, 3, 7, 6, 4, 0, 7, 7, 5, 0, 3, 8, 1, 2, 1, 8, 2, 0, 9, 9, 0, 6, 8, 3, 8, 6, 3, 0, 4, 2, 1, 0, 3, 2, 1, 2, 7, 6, 5, 6, 7, 7, 7, 4, 5, 8, 3, 2]",geometric,250,,0.001,249.57795613320084,250,2048,geom_decay,50,55,0.36545777320861816,0.99
1024,123.0,1625,0.3587499280110933,"[3, 7, 5, 7, 4, 9, 5, 8, 7, 2, 8, 8, 7, 6, 7, 9, 2, 8, 0, 3, 1, 0, 1, 6, 8, 6, 7, 0, 3, 0, 3, 8, 2, 2, 1, 9, 5, 9, 5, 3, 7, 4, 0, 1, 5, 8, 6, 3, 3, 4]",geometric,250,,0.001,249.10023373815767,250,2048,geom_decay,50,55,0.36545777320861816,0.99
2048,123.0,1625,0.3587499280110933,"[3, 7, 5, 7, 4, 9, 5, 8, 7, 2, 8, 8, 7, 6, 7, 9, 2, 8, 0, 3, 1, 0, 1, 6, 8, 6, 7, 0, 3, 0, 3, 8, 2, 2, 1, 9, 5, 9, 5, 3, 7, 4, 0, 1, 5, 8, 6, 3, 3, 4]",geometric,250,,0.001,249.10023373815767,250,2048,geom_decay,50,55,0.36545777320861816,0.99
0,206.0,0,0.00036617100704461336,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 0, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 4]",exponential,750,0.005,0.001,749.9986268599805,750,2048,exp_decay,100,55,1.2606029510498047,
1,205.0,2,0.002223826013505459,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 4]",exponential,750,0.005,0.001,749.9916606988123,750,2048,exp_decay,100,55,1.2606029510498047,
2,205.0,4,0.003896970010828227,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 2]",exponential,750,0.005,0.001,749.9853865048307,750,2048,exp_decay,100,55,1.2606029510498047,
4,202.0,8,0.006008922995533794,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 1, 7, 4, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 2]",exponential,750,0.005,0.001,749.977466877268,750,2048,exp_decay,100,55,1.2606029510498047,
8,201.0,16,0.008682018029503524,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 1, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 1, 7, 4, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 7, 2, 3, 2]",exponential,750,0.005,0.001,749.9674431390426,750,2048,exp_decay,100,55,1.2606029510498047,
16,201.0,32,0.012798605021089315,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 9, 6, 3, 8, 7, 2, 2, 3, 1, 3, 0, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 2, 7, 4, 9, 3, 6, 2, 2, 0, 0, 8, 1, 7, 2, 9, 1, 0, 7, 1, 7, 7, 3, 9, 2]",exponential,750,0.005,0.001,749.9520067668034,750,2048,exp_decay,100,55,1.2606029510498047,
32,198.0,64,0.01938909402815625,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 0, 7, 1, 8, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 4, 6, 9, 1, 8, 2, 0, 7, 2, 8, 0, 9, 4, 3, 8, 1, 2, 2, 1, 4, 3, 0, 0, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 1, 4, 2, 0, 8, 3, 8, 0, 9, 7, 6, 9, 6, 5, 3, 7, 2, 7, 4, 9, 3, 6, 2, 5, 0, 0, 8, 1, 7, 2, 9, 6, 0, 7, 3, 7, 7, 3, 4, 2]",exponential,750,0.005,0.001,749.9272944216896,750,2048,exp_decay,100,55,1.2606029510498047,
64,203.0,128,0.03135468903928995,"[7, 8, 9, 5, 5, 6, 6, 5, 3, 9, 7, 1, 3, 7, 1, 3, 7, 0, 7, 9, 1, 4, 0, 8, 7, 8, 4, 4, 6, 2, 1, 2, 2, 0, 7, 2, 9, 7, 9, 1, 3, 8, 1, 5, 2, 1, 8, 3, 0, 4, 8, 8, 3, 2, 2, 2, 0, 5, 4, 3, 1, 4, 2, 0, 8, 2, 8, 0, 9, 7, 6, 9, 6, 5, 3, 1, 4, 7, 2, 7, 3, 6, 2, 5, 0, 0, 9, 1, 7, 2, 9, 6, 0, 7, 3, 7, 7, 0, 4, 2]",exponential,750,0.005,0.001,749.8824291323385,750,2048,exp_decay,100,55,1.2606029510498047,
128,214.0,256,0.05614823900396004,"[7, 8, 7, 5, 5, 6, 6, 6, 0, 9, 0, 1, 3, 5, 5, 3, 7, 0, 7, 9, 1, 0, 9, 9, 6, 8, 4, 4, 6, 5, 1, 2, 1, 0, 4, 4, 6, 8, 9, 1, 0, 5, 8, 4, 2, 1, 0, 3, 0, 4, 9, 9, 8, 2, 5, 7, 0, 5, 9, 3, 1, 4, 7, 0, 9, 2, 2, 8, 8, 7, 8, 9, 6, 5, 4, 1, 2, 5, 2, 8, 8, 6, 5, 0, 0, 9, 9, 0, 7, 4, 9, 0, 0, 7, 3, 7, 7, 6, 3, 2]",exponential,750,0.005,0.001,749.7894736568265,750,2048,exp_decay,100,55,1.2606029510498047,
256,205.0,512,0.111109794001095,"[2, 8, 8, 5, 1, 6, 6, 2, 0, 3, 4, 1, 5, 2, 6, 0, 7, 0, 6, 4, 5, 0, 6, 2, 5, 8, 9, 4, 6, 8, 9, 3, 8, 0, 4, 5, 6, 0, 8, 7, 0, 7, 6, 8, 9, 1, 4, 6, 8, 9, 6, 5, 8, 9, 9, 1, 6, 8, 3, 0, 8, 1, 1, 0, 6, 2, 1, 1, 5, 8, 2, 5, 4, 5, 4, 2, 6, 6, 2, 8, 8, 7, 5, 3, 2, 5, 9, 2, 7, 4, 2, 0, 9, 7, 3, 1, 2, 6, 1, 9]",exponential,750,0.005,0.001,749.583453989063,750,2048,exp_decay,100,55,1.2606029510498047,
512,213.0,1024,0.40423095400910825,"[2, 1, 3, 5, 7, 7, 0, 0, 7, 0, 9, 2, 9, 8, 8, 2, 1, 1, 4, 4, 1, 0, 0, 1, 5, 0, 9, 2, 4, 9, 5, 3, 3, 9, 8, 0, 4, 7, 6, 8, 6, 2, 6, 7, 3, 3, 0, 8, 1, 0, 1, 3, 0, 3, 5, 4, 4, 5, 8, 0, 7, 1, 4, 8, 5, 8, 2, 0, 4, 0, 8, 5, 8, 0, 3, 9, 2, 1, 1, 3, 6, 1, 7, 8, 9, 9, 8, 7, 0, 0, 7, 2, 5, 7, 2, 8, 2, 4, 4, 4]",exponential,750,0.005,0.001,748.4856647908948,750,2048,exp_decay,100,55,1.2606029510498047,
1024,214.0,2031,0.7774398890323937,"[6, 4, 5, 7, 5, 3, 7, 4, 7, 8, 7, 8, 8, 4, 6, 9, 8, 1, 0, 6, 5, 1, 9, 5, 2, 5, 7, 8, 9, 5, 4, 6, 0, 6, 0, 4, 3, 6, 1, 3, 8, 3, 6, 4, 4, 9, 3, 6, 5, 3, 2, 1, 2, 5, 9, 9, 0, 0, 1, 7, 9, 3, 0, 4, 5, 9, 6, 0, 8, 5, 1, 6, 6, 3, 3, 4, 1, 5, 2, 6, 1, 4, 3, 8, 0, 1, 5, 4, 8, 9, 9, 5, 7, 2, 4, 6, 0, 2, 2, 3]",exponential,750,0.005,0.001,747.0902594509773,750,2048,exp_decay,100,55,1.2606029510498047,
2048,230.0,2979,1.2514587200130336,"[1, 3, 7, 7, 3, 1, 6, 9, 1, 2, 3, 4, 4, 2, 6, 6, 2, 9, 6, 0, 0, 8, 4, 5, 2, 1, 0, 0, 4, 8, 2, 0, 3, 1, 6, 3, 2, 8, 6, 0, 8, 9, 0, 5, 7, 7, 1, 7, 1, 0, 7, 8, 1, 2, 9, 6, 3, 9, 3, 6, 2, 3, 2, 1, 8, 5, 0, 2, 8, 2, 8, 8, 9, 6, 5, 4, 8, 6, 9, 7, 7, 9, 7, 9, 6, 7, 1, 9, 9, 8, 7, 0, 1, 4, 4, 9, 5, 1, 6, 5]",exponential,750,0.005,0.001,745.3216818694543,750,2048,exp_decay,100,55,1.2606029510498047,
0,206.0,0,0.0003751370240934193,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 0, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 4]",geometric,750,,0.001,749.9971723155181,750,2048,geom_decay,100,55,0.8444008827209473,0.99
1,205.0,2,0.0022351950174197555,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 4]",geometric,750,,0.001,749.9831518437758,750,2048,geom_decay,100,55,0.8444008827209473,0.99
2,205.0,4,0.004068162001203746,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 2]",geometric,750,,0.001,749.9693358310641,750,2048,geom_decay,100,55,0.8444008827209473,0.99
4,202.0,8,0.006160477991215885,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 1, 7, 4, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 2]",geometric,750,,0.001,749.9535652828922,750,2048,geom_decay,100,55,0.8444008827209473,0.99
8,201.0,16,0.008864136994816363,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 1, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 1, 7, 4, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 7, 2, 3, 2]",geometric,750,,0.001,749.9331873107467,750,2048,geom_decay,100,55,0.8444008827209473,0.99
16,201.0,32,0.014638557040598243,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 9, 6, 3, 8, 7, 2, 2, 3, 1, 3, 0, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 2, 7, 4, 9, 3, 6, 2, 2, 0, 0, 8, 1, 7, 2, 9, 1, 0, 7, 1, 7, 7, 3, 9, 2]",geometric,750,,0.001,749.8896663054772,750,2048,geom_decay,100,55,0.8444008827209473,0.99
32,198.0,64,0.021595505997538567,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 0, 7, 1, 8, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 4, 6, 9, 1, 8, 2, 0, 7, 2, 8, 0, 9, 4, 3, 8, 1, 2, 2, 1, 4, 3, 0, 0, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 1, 4, 2, 0, 8, 3, 8, 0, 9, 7, 6, 9, 6, 5, 3, 7, 2, 7, 4, 9, 3, 6, 2, 5, 0, 0, 8, 1, 7, 2, 9, 6, 0, 7, 3, 7, 7, 3, 4, 2]",geometric,750,,0.001,749.8372360977963,750,2048,geom_decay,100,55,0.8444008827209473,0.99
64,203.0,128,0.03531494701746851,"[7, 8, 9, 5, 5, 6, 6, 5, 3, 9, 7, 1, 3, 7, 1, 3, 7, 0, 7, 9, 1, 4, 0, 8, 7, 8, 4, 4, 6, 2, 1, 2, 2, 0, 7, 2, 9, 7, 9, 1, 3, 8, 1, 5, 2, 1, 8, 3, 0, 4, 8, 8, 3, 2, 2, 2, 0, 5, 4, 3, 1, 4, 2, 0, 8, 2, 8, 0, 9, 7, 6, 9, 6, 5, 3, 1, 4, 7, 2, 7, 3, 6, 2, 5, 0, 0, 9, 1, 7, 2, 9, 6, 0, 7, 3, 7, 7, 0, 4, 2]",geometric,750,,0.001,749.7338519257426,750,2048,geom_decay,100,55,0.8444008827209473,0.99
128,214.0,256,0.06116442399797961,"[7, 8, 7, 5, 5, 6, 6, 6, 0, 9, 0, 1, 3, 5, 5, 3, 7, 0, 7, 9, 1, 0, 9, 9, 6, 8, 4, 4, 6, 5, 1, 2, 1, 0, 4, 4, 6, 8, 9, 1, 0, 5, 8, 4, 2, 1, 0, 3, 0, 4, 9, 9, 8, 2, 5, 7, 0, 5, 9, 3, 1, 4, 7, 0, 9, 2, 2, 8, 8, 7, 8, 9, 6, 5, 4, 1, 2, 5, 2, 8, 8, 6, 5, 0, 0, 9, 9, 0, 7, 4, 9, 0, 0, 7, 3, 7, 7, 6, 3, 2]",geometric,750,,0.001,749.5390994250075,750,2048,geom_decay,100,55,0.8444008827209473,0.99
256,206.0,511,0.13684046402340755,"[2, 8, 8, 5, 1, 6, 6, 2, 0, 3, 4, 1, 5, 2, 6, 0, 7, 0, 6, 4, 5, 0, 6, 2, 5, 8, 9, 4, 6, 8, 9, 3, 8, 0, 4, 5, 6, 0, 8, 7, 0, 7, 6, 8, 9, 1, 4, 6, 8, 9, 6, 5, 8, 9, 9, 1, 6, 8, 3, 0, 8, 1, 1, 0, 6, 2, 1, 1, 5, 8, 2, 5, 4, 5, 4, 2, 6, 6, 2, 8, 8, 7, 5, 3, 2, 5, 9, 2, 7, 4, 2, 0, 9, 7, 3, 1, 7, 6, 1, 9]",geometric,750,,0.001,748.9692394947883,750,2048,geom_decay,100,55,0.8444008827209473,0.99
512,219.0,1014,0.2886399070266634,"[2, 1, 3, 5, 7, 7, 0, 7, 7, 3, 8, 2, 3, 6, 6, 2, 1, 3, 4, 0, 1, 1, 9, 6, 2, 0, 9, 6, 3, 0, 3, 4, 3, 9, 8, 0, 4, 7, 8, 3, 6, 0, 6, 8, 2, 7, 0, 8, 4, 1, 1, 8, 0, 3, 8, 3, 4, 5, 1, 8, 7, 0, 4, 8, 9, 8, 7, 0, 4, 0, 8, 5, 8, 2, 3, 6, 2, 9, 8, 6, 2, 1, 7, 8, 9, 5, 8, 2, 9, 3, 7, 2, 6, 0, 2, 1, 1, 4, 6, 1]",geometric,750,,0.001,747.8274567146399,750,2048,geom_decay,100,55,0.8444008827209473,0.99
1024,229.0,1888,0.5954847680404782,"[4, 8, 3, 6, 6, 1, 7, 7, 8, 3, 4, 5, 8, 1, 7, 9, 5, 5, 7, 8, 5, 0, 5, 5, 7, 6, 9, 0, 3, 5, 4, 6, 9, 1, 7, 7, 4, 1, 1, 1, 4, 4, 9, 6, 0, 9, 5, 4, 5, 0, 3, 1, 7, 8, 3, 9, 0, 7, 3, 9, 9, 3, 4, 6, 8, 9, 7, 5, 2, 3, 7, 4, 3, 7, 2, 3, 3, 3, 7, 6, 2, 4, 3, 4, 9, 1, 2, 4, 2, 2, 9, 7, 6, 0, 8, 6, 3, 2, 0, 2]",geometric,750,,0.001,745.524788593597,750,2048,geom_decay,100,55,0.8444008827209473,0.99
2048,230.0,2438,0.8364912940305658,"[0, 4, 1, 1, 3, 0, 6, 1, 1, 2, 5, 7, 9, 1, 0, 8, 5, 5, 2, 7, 0, 0, 2, 9, 2, 9, 2, 7, 3, 8, 6, 0, 5, 1, 7, 3, 6, 2, 3, 0, 8, 9, 5, 8, 8, 9, 2, 9, 7, 0, 7, 8, 4, 2, 2, 9, 3, 8, 4, 2, 9, 3, 6, 6, 5, 5, 7, 8, 5, 4, 6, 2, 3, 5, 4, 1, 8, 3, 9, 8, 0, 9, 4, 4, 0, 5, 3, 0, 4, 3, 3, 2, 6, 0, 4, 4, 3, 2, 0, 5]",geometric,750,,0.001,743.7211662839935,750,2048,geom_decay,100,55,0.8444008827209473,0.99
